,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
239,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
482,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
247,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
717,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
553,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
302,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
203,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
934,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
539,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
375,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
150,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
1242,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
487,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
721,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
143,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
591,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
1222,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
319,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
307,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
314,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
183,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
311,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
678,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1232,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
701,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
1213,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
735,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
392,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
546,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False
690,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1244,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
983,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
578,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
374,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
708,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
476,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1240,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
368,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
561,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
243,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
138,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
589,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
156,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
162,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
356,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
568,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1088,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
683,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1231,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
187,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
305,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
236,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1215,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
495,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
202,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
306,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
440,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
529,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
584,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
697,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
986,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
711,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1236,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
984,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1083,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
724,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
158,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
237,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
563,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
347,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
689,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
562,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
726,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
153,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
204,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
710,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
458,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
531,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
161,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
209,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
466,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1110,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
453,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1206,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1254,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
459,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
588,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
301,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
700,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
449,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
714,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
461,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
258,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
538,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1047,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
570,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1237,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
116,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
184,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
137,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
174,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
574,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
186,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
171,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
545,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
252,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
250,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
672,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
168,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
198,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
234,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1252,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1337,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
995,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1209,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
47,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
548,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
201,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
181,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
592,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
737,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
313,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
537,True,True,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1093,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
534,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
84,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
728,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
262,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
725,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
692,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
691,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
261,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
303,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
579,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
567,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
543,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
317,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
993,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
342,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
569,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
494,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
448,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
492,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
996,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
702,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
488,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1056,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
473,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
206,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
245,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
442,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
590,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1234,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1216,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
152,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1214,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
462,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
185,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
362,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
680,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
556,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
133,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
353,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1218,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
297,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
269,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
988,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
580,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
732,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1251,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
679,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
582,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
954,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
470,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
1077,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
676,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
565,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
677,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
441,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
309,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
263,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
536,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
148,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
35,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
1074,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
891,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False
371,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
365,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
573,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
703,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
493,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1257,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1230,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
235,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
671,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
255,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
354,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1250,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1078,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
471,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1260,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
233,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
675,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
704,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1259,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
178,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1219,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
363,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
686,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False
344,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
581,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
366,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
667,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
372,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
1066,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
253,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
1212,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
696,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
1087,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False
1094,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False
